A.C. Reed	 You're Going To Miss Me	other songwriter
A.C. Reed	 Woman In A Pick Up	other songwriter
A.C. Reed	 Roadhouse Blues	other songwriter
A.C. Reed	 Party With Y'all	other songwriter
A.C. Reed	 Lonely Man	other songwriter
A.C. Reed	 Last Time Around	other songwriter
A.C. Reed	 Junk Food	other songwriter
A.C. Reed	 Give It Up (Smoking)	other songwriter
A.C. Reed	 Florine	other songwriter
A.C. Reed	 Fed Up	other songwriter
A.C. Reed	 Broke Music	other songwriter
A.C. Reed	 Big Woman	other songwriter
Albert Collins	 When The Welfare Turns Its Back On You	other songwriter
Albert Collins	 When A Guitar Plays The Blues	other songwriter
Albert Collins	 Travelin' South	other songwriter
Albert Collins	 Trash Talkin'	other songwriter
Albert Collins	 Too Many Dirty Dishes	other songwriter
Albert Collins	 The Highway Is Like A Woman	other songwriter
Albert Collins	 The Hawk	other songwriter
Albert Collins	 T-Bone Shuffle	other songwriter
Albert Collins	 Stormy Monday	other songwriter
Albert Collins	 Soul Food	other songwriter
Albert Collins	 Snowed In	other songwriter
Albert Collins	 Snatchin' It Back	other songwriter
Albert Collins	 Same Old Thing	other songwriter
Albert Collins	 Quicksand	other songwriter
Albert Collins	 Put The Shoe On The Other Foot	other songwriter
Albert Collins	 My Mind Is Trying To Leave Me	other songwriter
Albert Collins	 Mustang Sally	other songwriter
Albert Collins	 Mr. Collins, Mr. Collins	other songwriter
Albert Collins	 Master Charge (version 2)	other songwriter
Albert Collins	 Lights Are On But Nobody's Home	other songwriter
Albert Collins	 Jealous Man	other songwriter
Albert Collins	 Jam It Up	other songwriter
Albert Collins	 Iceman	other songwriter
Albert Collins	 I Need You So	other songwriter
Albert Collins	 I'm Beginning To Wonder	other songwriter
Albert Collins	 I Got Mad	other songwriter
Albert Collins	 I Got A Problem	other songwriter
Albert Collins	 I Ain't Drunk	other songwriter
Albert Collins	 Head Rag	other songwriter
Albert Collins	 Got A Good Thing Goin'	other songwriter
Albert Collins	 Give Me My Blues	other songwriter
Albert Collins	 Get To Gettin'	other songwriter
Albert Collins	 Don't Mistake Kindness For Weakness	other songwriter
Albert Collins	 Don't Go Reaching Across My Plate	other songwriter
Albert Collins	 Do What You Want To Do	other songwriter
Albert Collins	 Conversation With Collins	other songwriter
Albert Collins	 Cash Talkin' (The Workingman's Blues)	other songwriter
Albert Collins	 But I Was Cool	other songwriter
Albert Collins	 Broke	other songwriter
Albert Collins	 Brick	other songwriter
Albert Collins	 Blue Monday Hangover	other songwriter
Albert Collins	 Bending Like A Willow Tree	other songwriter
Albert Collins	 Baby What You Want Me To Do/Rock Me Baby	B.B. King: songwriter
Albert Collins	 All About My Girl	other songwriter
Albert Collins	 Ain't Got Time	other songwriter
Albert Collins	 A Good Fool Is Hard To Find	other songwriter
Albert Collins	 Tired Man	other songwriter
Albert Collins	 The Moon Is Full	other songwriter
Albert Collins	 Master Charge (version 1)	other songwriter
Albert Collins	 If You Love Me Like You Say	other songwriter
Albert Collins	 If Trouble Was Money	other songwriter
Albert Collins	 Ego Trip	other songwriter
Albert King	 That's What The Blues Is All About	other songwriter
Albert King	 Sky Is Crying	other songwriter
Albert King	 Running Out Of Steam	other songwriter
Albert King	 Rub My Back	other songwriter
Albert King	 My Babe	other songwriter
